YEAR,MONTH,DATE,SITE,DEPTH,REP,SP_CODE,COUNT,COMMENTS,Common_Name,GROUP,SURVEY,TAXON_PHYLUM,TAXON_CLASS,TAXON_ORDER,TAXON_FAMILY,TAXON_GENUS,TAXON_SPECIES
2003,11,11/03/2003,Frys I,10,1,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2003,11,11/03/2003,Frys I,20,1,Pycno,32,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2003,11,11/03/2003,Frys I,30,1,Pycno,39,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2003,11,11/03/2003,Frys II,10,1,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2003,11,11/03/2003,Frys II,20,1,Pycno,5,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2003,11,11/03/2003,Frys II,30,1,Pycno,13,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2003,11,11/03/2003,Frys III,10,1,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2003,11,11/03/2003,Frys III,20,1,Pycno,13,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2003,11,11/03/2003,Frys III,30,1,Pycno,15,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2003,11,11/03/2003,Diablo,10,1,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2003,11,11/03/2003,Diablo,20,1,Pycno,12,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2003,11,11/03/2003,Diablo,30,1,Pycno,48,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2003,11,11/03/2003,Fern 1,10,1,Pycno,3,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2003,11,11/03/2003,Fern 1,20,1,Pycno,10,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2003,11,11/03/2003,Fern 1,30,1,Pycno,11,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2003,11,11/03/2003,Fern 0,10,1,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2003,11,11/03/2003,Fern 0,20,1,Pycno,4,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2003,11,11/03/2003,Fern 0,30,1,Pycno,66,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2003,11,11/03/2003,BC I,10,1,Pycno,1,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2003,11,11/03/2003,BC I,20,1,Pycno,16,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2003,11,11/03/2003,BC I,30,1,Pycno,40,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2003,11,11/03/2003,BC II,10,1,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2003,11,11/03/2003,BC II,20,1,Pycno,17,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2003,11,11/03/2003,BC II,30,1,Pycno,28,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2003,11,11/03/2003,BC Point,10,1,Pycno,6,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2003,11,11/03/2003,BC Point,20,1,Pycno,28,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2003,11,11/03/2003,BC Point,30,1,Pycno,51,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2003,11,11/03/2003,THE,10,1,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2003,11,11/03/2003,THE,20,1,Pycno,1,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2003,11,11/03/2003,THE,30,1,Pycno,1,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2003,11,11/03/2003,THW,10,1,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2003,11,11/03/2003,THW,20,1,Pycno,1,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2003,11,11/03/2003,THW,30,1,Pycno,2,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2003,11,11/13/2003,Frys I,10,2,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2003,11,11/13/2003,Frys I,20,2,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2003,11,11/13/2003,Frys I,30,2,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2003,11,11/13/2003,Frys II,10,2,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2003,11,11/13/2003,Frys II,20,2,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2003,11,11/13/2003,Frys II,30,2,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2003,11,11/13/2003,Frys III,10,2,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2003,11,11/13/2003,Frys III,20,2,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2003,11,11/13/2003,Frys III,30,2,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2003,11,11/13/2003,Diablo,10,2,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2003,11,11/13/2003,Diablo,20,2,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2003,11,11/13/2003,Diablo,30,2,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2003,11,11/13/2003,Fern 1,10,2,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2003,11,11/13/2003,Fern 1,20,2,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2003,11,11/13/2003,Fern 1,30,2,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2003,11,11/13/2003,Fern 0,10,2,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2003,11,11/13/2003,Fern 0,20,2,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2003,11,11/13/2003,Fern 0,30,2,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2003,11,11/13/2003,BC I,10,2,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2003,11,11/13/2003,BC I,20,2,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2003,11,11/13/2003,BC I,30,2,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2003,11,11/13/2003,BC II,10,2,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2003,11,11/13/2003,BC II,20,2,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2003,11,11/13/2003,BC II,30,2,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2003,11,11/13/2003,BC Point,10,2,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2003,11,11/13/2003,BC Point,20,2,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2003,11,11/13/2003,BC Point,30,2,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2003,11,11/13/2003,THE,10,2,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2003,11,11/13/2003,THE,20,2,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2003,11,11/13/2003,THE,30,2,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2003,11,11/13/2003,THW,10,2,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2003,11,11/13/2003,THW,20,2,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2003,11,11/13/2003,THW,30,2,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2004,10,10/22/2004,Diablo,10,1,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2004,10,10/22/2004,Diablo,20,1,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2004,10,10/22/2004,Diablo,30,1,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2004,10,10/22/2004,Frys I,10,1,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2004,10,10/22/2004,Frys I,20,1,Pycno,15,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2004,10,10/22/2004,Frys I,30,1,Pycno,22,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2004,10,10/22/2004,Frys II,10,1,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2004,10,10/22/2004,Frys II,20,1,Pycno,16,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2004,10,10/22/2004,Frys II,30,1,Pycno,20,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2004,10,10/22/2004,Frys III,10,1,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2004,10,10/22/2004,Frys III,20,1,Pycno,3,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2004,10,10/22/2004,Frys III,30,1,Pycno,13,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2004,10,10/22/2004,Fern 1,10,1,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2004,10,10/22/2004,Fern 1,20,1,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2004,10,10/22/2004,Fern 1,30,1,Pycno,2,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2004,10,10/22/2004,Fern 0,10,1,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2004,10,10/22/2004,Fern 0,20,1,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2004,10,10/22/2004,Fern 0,30,1,Pycno,3,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2004,10,10/22/2004,BC I,10,1,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2004,10,10/22/2004,BC I,20,1,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2004,10,10/22/2004,BC I,30,1,Pycno,7,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2004,10,10/22/2004,BC II,10,1,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2004,10,10/22/2004,BC II,20,1,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2004,10,10/22/2004,BC II,30,1,Pycno,5,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2004,10,10/22/2004,BC Point,10,1,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2004,10,10/22/2004,BC Point,20,1,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2004,10,10/22/2004,BC Point,30,1,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2004,10,10/22/2004,THW,10,1,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2004,10,10/22/2004,THW,20,1,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2004,10,10/22/2004,THW,30,1,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2004,10,10/22/2004,THE,10,1,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2004,10,10/22/2004,THE,20,1,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2004,10,10/22/2004,THE,30,1,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2004,10,10/29/2004,Diablo,10,2,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2004,10,10/29/2004,Diablo,20,2,Pycno,4,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2004,10,10/29/2004,Diablo,30,2,Pycno,20,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2004,10,10/29/2004,Frys I,10,2,Pycno,1,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2004,10,10/29/2004,Frys I,20,2,Pycno,25,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2004,10,10/29/2004,Frys I,30,2,Pycno,35,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2004,10,10/29/2004,Frys II,10,2,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2004,10,10/29/2004,Frys II,20,2,Pycno,8,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2004,10,10/29/2004,Frys II,30,2,Pycno,39,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2004,10,10/29/2004,Frys III,10,2,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2004,10,10/29/2004,Frys III,20,2,Pycno,7,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2004,10,10/29/2004,Frys III,30,2,Pycno,31,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2004,10,10/29/2004,Fern 1,10,2,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2004,10,10/29/2004,Fern 1,20,2,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2004,10,10/29/2004,Fern 1,30,2,Pycno,28,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2004,10,10/29/2004,Fern 0,10,2,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2004,10,10/29/2004,Fern 0,20,2,Pycno,1,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2004,10,10/29/2004,Fern 0,30,2,Pycno,20,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2004,10,10/29/2004,BC I,10,2,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2004,10,10/29/2004,BC I,20,2,Pycno,2,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2004,10,10/29/2004,BC I,30,2,Pycno,22,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2004,10,10/29/2004,BC II,10,2,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2004,10,10/29/2004,BC II,20,2,Pycno,1,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2004,10,10/29/2004,BC II,30,2,Pycno,10,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2004,10,10/29/2004,BC Point,10,2,Pycno,0,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
2004,10,10/29/2004,BC Point,20,2,Pycno,3,-99999,Sunflower Star,INVERT,FISH,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
